Time[s],Type[type],Value[value],Details
1134.6,SessionRecording,1248,
1161.4,DeviceError,121,Breath rejected; too jittery.
1252.3,DeviceError,197,Error Code: 197
1290,DeviceError,209,Error Code: 209
1290.7,DeviceError,197,Error Code: 197
1295.8,DeviceError,167,Error Code: 167
1347,DeviceError,209,Error Code: 209
1348.3,DeviceError,168,Error Code: 168
1349,DeviceError,121,Breath rejected; too jittery.
1360.3,DeviceError,197,Error Code: 197
1380.3,DeviceError,209,Error Code: 209
1418,DeviceError,168,Error Code: 168
1418.2,DeviceError,168,Error Code: 168
1418.8,DeviceError,168,Error Code: 168
1419.7,DeviceError,121,Breath rejected; too jittery.
1478,DeviceError,168,Error Code: 168
1478.2,DeviceError,209,Error Code: 209
1478.3,DeviceError,209,Error Code: 209
1479.7,DeviceError,191,Error Code: 191
1598.6,SessionComplete,0,
